trialid,ppid,block,maxyr,onsettime,dn,ttlc.failure,rt,disengage_trialtime,world_x_disengaged,world_z_disengaged,world_x_onset,world_z_onset,peak_swa,peak_sr,disengaged,ttlc.takeover,early.disengagement
32_0_2_20_11_D,32,2,20,11,D,2.03,0.916215115666599,11.9162151156666,46.9833297729492,40.9124412536621,42.4646034240723,46.5184936523438,59.1300004720688,0.990003347396851,1,1.1137848843334,FALSE
32_0_2_20_11_N,32,2,20,11,N,2.03,0.9223856502621,11.9223856502621,47.0621070861817,40.8445510864258,42.4644012451172,46.5582542419434,63.3599996566773,1.34999871253967,1,1.1076143497379,FALSE
32_0_2_20_3_D,32,2,20,3,D,2.33,0.74214216740256,3.74214216740256,0.546547710895538,30.3290252685547,0.172240018844605,24.4746398925781,63.7200003862381,1.97999864816666,1,1.58785783259744,FALSE
32_0_2_20_3_N,32,2,20,3,N,2.33,0.74527060006804,3.74527060006804,0.547019004821777,30.3127708435059,0.172160416841507,24.4513988494873,59.1300004720688,2.15999901294709,1,1.58472939993196,FALSE
32_0_2_6_11_D,32,2,6,11,D,4.12,2.6396008742949,13.6396008742949,34.893440246582,98.7686462402344,20.4514484405518,83.4317855834961,27.179998755455,0.809999965131283,1,1.4803991257051,FALSE
32_0_2_6_11_N,32,2,6,11,N,4.12,1.1423276879271,12.1423276879271,16.4051418304443,78.7821502685547,11.53391456604,71.1284790039063,43.9200004935265,1.34999871253967,1,2.9776723120729,FALSE
32_0_2_6_3_D,32,2,6,3,D,3.76,2.05583545965533,5.05583545965533,0.552551090717316,40.8162689208984,0.00227013835683465,24.4283237457275,30.330001115799,1.70999944210053,1,1.70416454034467,FALSE
32_0_2_6_3_N,32,2,6,3,N,3.76,2.07705621851457,5.07705621851457,0.562153458595276,40.9971008300781,0.00259028724394739,24.4677448272705,40.2299997210503,1.5299990773201,1,1.68294378148543,FALSE
32_0_3_20_11_D,32,3,20,11,D,2.03,0.976247275374799,11.9762472753748,47.2996940612793,40.361457824707,42.4641723632813,46.4013710021973,66.0600024461746,1.79999828338623,1,1.0537527246252,FALSE
32_0_3_20_11_N,32,3,20,11,N,2.03,1.0756245168422,12.0756245168422,47.7646026611328,39.7118949890137,42.4642906188965,46.3973922729492,73.8899981975556,2.24999785423279,1,0.954375483157799,FALSE
32_0_3_20_3_D,32,3,20,3,D,2.33,0.72590746129984,3.72590746129984,0.535120904445648,30.1887092590332,0.172198683023453,24.4675159454346,62.3700016736984,1.98000133037567,1,1.60409253870016,FALSE
32_0_3_20_3_N,32,3,20,3,N,2.33,0.82903375078973,3.82903375078973,0.60585343837738,31.0930519104004,0.172429710626602,24.5756568908691,60.3900003433228,2.51999974250793,1,1.50096624921027,FALSE
32_0_3_6_11_D,32,3,6,11,D,4.12,1.2280209041122,12.2280209041122,17.0230121612549,79.6436996459961,11.7418956756592,71.4663009643555,43.1100001931191,0.990000665187843,1,2.8919790958878,FALSE
32_0_3_6_11_N,32,3,6,11,N,4.12,1.8949418339124,12.8949418339124,30.7395057678223,94.6186828613281,20.4628810882568,83.5919799804688,20.0700004398823,0.360000729560856,1,2.2250581660876,FALSE
32_0_3_6_3_D,32,3,6,3,D,3.76,1.6883424227121,4.6883424227121,0.383572161197662,37.8898048400879,0.0022077988833189,24.4307270050049,29.8799988627434,1.16999968886376,1,2.0716575772879,FALSE
32_0_3_6_3_N,32,3,6,3,N,3.76,1.95844835293937,4.95844835293937,0.503857433795929,40.0373306274414,0.00261289766058326,24.4464645385742,42.6600006222725,1.5300004184246,1,1.80155164706063,FALSE
32_0_4_20_11_D,32,4,20,11,D,2.03,0.9395503738332,11.9395503738332,47.1383247375488,40.5343818664551,42.4633255004883,46.3535575866699,64.6199995279312,1.98000133037567,1,1.0904496261668,FALSE
32_0_4_20_11_N,32,4,20,11,N,2.03,0.908262424909701,11.9082624249097,46.9854316711426,40.7489738464356,42.4646263122559,46.357967376709,64.4400018453598,1.4400002360344,1,1.1217375750903,FALSE
32_0_4_20_3_D,32,4,20,3,D,2.33,0.82646767532762,3.82646767532762,0.605888426303864,30.9889221191406,0.172221377491951,24.4682922363281,60.2100026607513,2.2500005364418,1,1.50353232467238,FALSE
32_0_4_20_3_N,32,4,20,3,N,2.33,1.04032490542105,4.04032490542105,0.779788196086884,32.801010131836,0.172337979078293,24.5575923919678,76.3199990987778,1.98000133037567,1,1.28967509457895,FALSE
32_0_4_6_11_D,32,4,6,11,D,4.12,1.409463659741,12.409463659741,28.0694236755371,91.8307342529297,20.463830947876,83.6050338745117,31.8600001931191,1.17000102996827,1,2.710536340259,FALSE
32_0_4_6_11_N,32,4,6,11,N,4.12,2.325899130082,13.325899130082,33.1320266723633,96.9948196411133,20.4532508850098,83.4755172729492,25.9199988842011,0.720000118017197,1,1.794100869918,FALSE
32_0_4_6_3_D,32,4,6,3,D,3.76,1.39278009418501,4.39278009418501,0.270133018493652,35.5263824462891,0.00243588373996317,24.4637031555176,23.9400002360344,0.539999753236771,1,2.36721990581499,FALSE
32_0_4_6_3_N,32,4,6,3,N,3.76,1.65683411911408,4.65683411911408,0.37011194229126,37.6270027160645,0.00233882036991417,24.4341621398926,30.8699995279312,1.35000005364418,1,2.10316588088592,FALSE
32_0_5_20_11_D,32,5,20,11,D,2.03,0.922916010759399,11.9229160107594,47.0618057250977,40.6401329040527,42.4643440246582,46.3535804748535,66.240000128746,1.44000023603439,1,1.1070839892406,FALSE
32_0_5_20_11_N,32,5,20,11,N,2.03,0.8920956363436,11.8920956363436,46.9038009643555,40.9013023376465,42.4644203186035,46.3994827270508,63.0899977684021,1.53000175952911,1,1.1379043636564,FALSE
32_0_5_20_3_D,32,5,20,3,D,2.33,0.80942490146674,3.80942490146674,0.593459069728851,30.8532238006592,0.172180697321892,24.4671783447266,58.14000248909,2.2500005364418,1,1.52057509853326,FALSE
32_0_5_20_3_N,32,5,20,3,N,2.33,0.81274289952341,3.81274289952341,0.593743443489075,30.9597263336182,0.17242793738842,24.5743141174316,67.5899988412857,1.44000291824342,1,1.51725710047659,FALSE
32_0_5_6_11_D,32,5,6,11,D,4.12,1.6056692729896,12.6056692729896,29.1738357543945,93.0194549560547,20.466136932373,83.6343078613281,20.7900005578995,0.899999979883432,1,2.5143307270104,FALSE
32_0_5_6_11_N,32,5,6,11,N,4.12,2.0066130550787,13.0066130550787,31.3746337890625,95.1401901245117,20.4526710510254,83.4396896362305,23.2199987769127,0.449999570846561,1,2.1133869449213,FALSE
32_0_5_6_3_D,32,5,6,3,D,3.76,1.50967281556827,4.50967281556827,0.311981707811356,36.4640579223633,0.00255825463682413,24.4689807891846,28.0800005793571,0.629999935626985,1,2.25032718443173,FALSE
32_0_5_6_3_N,32,5,6,3,N,3.76,2.29231496470851,5.29231496470851,0.678034245967865,42.6926498413086,0.00233038514852524,24.4351425170898,38.5200002789497,1.5299990773201,1,1.46768503529149,FALSE
32_0_6_20_11_D,32,6,20,11,D,2.03,1.0399451709273,12.0399451709273,47.6094169616699,39.8850021362305,42.4641990661621,46.3541221618652,70.4699993133545,2.51999974250793,1,0.9900548290727,FALSE
32_0_6_20_11_N,32,6,20,11,N,2.03,0.892228754715299,11.8922287547153,46.9036827087402,40.9016952514649,42.4640884399414,46.4001312255859,63.6300015449524,1.07999682426453,1,1.1377712452847,FALSE
32_0_6_20_3_D,32,6,20,3,D,2.33,0.80070066749355,3.80070066749355,0.577153563499451,30.7927322387695,0.166081696748734,24.4066181182861,63.1800019741058,1.4400002360344,1,1.52929933250645,FALSE
32_0_6_20_3_N,32,6,20,3,N,2.33,0.80900773686392,3.80900773686392,0.593501329421997,30.855110168457,0.172190070152283,24.4690208435059,57.6899975538254,1.35000139474868,1,1.52099226313608,FALSE
32_0_6_6_11_D,32,6,6,11,D,4.12,1.6257849380638,12.6257849380638,29.2515392303467,92.9621200561524,20.4530982971191,83.478645324707,32.0400005578995,0.81000030040741,1,2.4942150619362,FALSE
32_0_6_6_11_N,32,6,6,11,N,4.12,2.1597547241175,13.1597547241175,32.1828460693359,96.0075454711914,20.453197479248,83.4733352661133,26.6400003433228,0.539999753236771,1,1.9602452758825,FALSE
32_0_6_6_3_D,32,6,6,3,D,3.76,1.9755367070137,4.9755367070137,0.512130856513977,40.1991081237793,0.00277644046582282,24.4756145477295,39.5100009441376,1.35000139474869,1,1.7844632929863,FALSE
32_0_6_6_3_N,32,6,6,3,N,3.76,1.54206676384408,4.54206676384408,0.324831128120422,36.736255645752,0.00276432023383677,24.4749774932861,21.870000064373,0.450000911951065,1,2.21793323615592,FALSE
32_1_1_20_11_D,32,1,20,11,D,2.03,2.413358125383,13.413358125383,53.7377624511719,30.842493057251,42.4632873535156,46.3670921325684,90,0,1,-0.383358125383001,FALSE
32_1_1_20_11_N,32,1,20,11,N,2.03,,,,,42.4634971618652,46.3574905395508,90,0,0,,
32_1_1_20_3_D,32,1,20,3,D,2.33,1.55908828847322,4.55908828847322,1.31500232219696,36.7623443603516,0.172249212861061,24.4223766326904,90,7.37999618053436,1,0.770911711526781,FALSE
32_1_1_20_3_N,32,1,20,3,N,2.33,4.26116985471899,7.26116985471899,8.35807037353516,57.0569801330566,0.172166645526886,24.4521408081055,90,3.23999583721161,1,-1.93116985471899,FALSE
32_1_1_6_11_D,32,1,6,11,D,4.12,,,,,20.4505729675293,83.4514465332031,62.3700016736984,2.33999937772752,0,,
32_1_1_6_11_N,32,1,6,11,N,4.12,4.459779225993,15.459779225993,45.0832901000977,109.141937255859,20.4510879516602,83.4377136230469,90,0,1,-0.339779225993,FALSE
32_1_1_6_3_D,32,1,6,3,D,3.76,4.9904455022654,7.9904455022654,3.49177718162537,64.0790023803711,0.00228751800023019,24.4278717041016,90,1.79999828338626,1,-1.2304455022654,FALSE
32_1_1_6_3_N,32,1,6,3,N,3.76,5.11116457232208,8.11116457232208,3.67839241027832,65.0289077758789,0.0023689498193562,24.4581050872803,90,3.05999815464018,1,-1.35116457232208,FALSE
32_1_2_20_11_D,32,2,20,11,D,2.03,1.2901765527983,12.2901765527983,48.7631988525391,38.250373840332,42.4631767272949,46.3533020019531,78.0299985408783,2.43000090122223,1,0.7398234472017,FALSE
32_1_2_20_11_N,32,2,20,11,N,2.03,1.2978315005931,12.2978315005931,48.7651023864746,38.2936553955078,42.4634819030762,46.3989562988281,75.2400022745132,1.44000023603439,1,0.7321684994069,FALSE
32_1_2_20_3_D,32,2,20,3,D,2.33,1.01016725577972,4.01016725577972,0.750818729400635,32.4362602233887,0.172155126929283,24.4586296081543,73.1700021028519,1.80000096559525,1,1.31983274422028,FALSE
32_1_2_20_3_N,32,2,20,3,N,2.33,0.80904919873585,3.80904919873585,0.593435108661652,30.8546142578125,0.172225892543793,24.4698123931885,84.060001373291,3.42000424861908,1,1.52095080126415,FALSE
32_1_2_6_11_D,32,2,6,11,D,4.12,2.5281349516585,13.5281349516585,34.2530479431152,98.1460342407227,20.4520874023438,83.4687957763672,36.5399989485741,1.6199979186058,1,1.5918650483415,FALSE
32_1_2_6_11_N,32,2,6,11,N,4.12,2.7778072921226,13.7778072921226,35.6484565734863,99.5788879394531,20.452335357666,83.4685363769531,27.809998691082,0.990000665187836,1,1.3421927078774,FALSE
32_1_2_6_3_D,32,2,6,3,D,3.76,2.10982888052425,5.10982888052425,0.578538298606873,41.2517204284668,0.00249688397161663,24.4649085998535,45.5399984121323,1.80000096559525,1,1.65017111947575,FALSE
32_1_2_6_3_N,32,2,6,3,N,3.76,2.19608680034652,5.19608680034652,0.622442185878754,41.9068183898926,0.00213731359690428,24.447883605957,56.880002617836,2.70000278949738,1,1.56391319965348,FALSE
32_1_3_20_11_D,32,3,20,11,D,2.03,1.2927498347364,12.2927498347364,48.7623443603516,38.2931976318359,42.4636116027832,46.3945503234863,69.9300009012222,2.70000278949738,1,0.7372501652636,FALSE
32_1_3_20_11_N,32,3,20,11,N,2.03,1.0601755566892,12.0601755566892,47.6866226196289,39.8106079101563,42.4633941650391,46.3877983093262,87.2099983692169,2.34000205993652,1,0.969824443310799,FALSE
32_1_3_20_3_D,32,3,20,3,D,2.33,0.84091895595685,3.84091895595685,0.618073105812073,31.0752906799316,0.172232240438461,24.4235057830811,76.0500025749207,2.51999974250793,1,1.48908104404315,FALSE
32_1_3_20_3_N,32,3,20,3,N,2.33,1.31208220013342,4.31208220013342,1.03379082679749,34.8032455444336,0.172148406505585,24.4426307678223,87.1199995279312,3.33000004291534,1,1.01791779986658,FALSE
32_1_3_6_11_D,32,3,6,11,D,4.12,2.701473939672,13.701473939672,35.1861000061035,99.1556243896484,20.4566440582275,83.5256042480469,26.7299991846085,0.900000482797619,1,1.418526060328,FALSE
32_1_3_6_11_N,32,3,6,11,N,4.12,2.5759370217544,13.5759370217544,34.5260276794434,98.4322280883789,20.452522277832,83.4747314453125,31.4999994635582,1.35000139474869,1,1.5440629782456,FALSE
32_1_3_6_3_D,32,3,6,3,D,3.76,2.47326261964631,5.47326261964631,0.784995377063751,44.1408538818359,0.00214410526677966,24.4273433685303,37.2600004076958,1.70999944210053,1,1.28673738035369,FALSE
32_1_3_6_3_N,32,3,6,3,N,3.76,4.58991786627386,7.58991786627386,0.805399596691132,46.2270088195801,0.011296602897346,9.59933185577393,59.8500019311905,2.97000199556351,1,-0.82991786627386,FALSE
32_1_4_20_11_D,32,4,20,11,D,2.03,1.0275339658124,12.0275339658124,47.5331726074219,40.0252685546875,42.4634666442871,46.3887138366699,68.6700010299683,1.97999596595763,1,1.0024660341876,FALSE
32_1_4_20_11_N,32,4,20,11,N,2.03,0.931045401447101,11.9310454014471,36.9316101074219,51.8926010131836,29.9327716827393,54.0809097290039,90,3.6900007724762,1,1.0989545985529,FALSE
32_1_4_20_3_D,32,4,20,3,D,2.33,0.95964792069762,3.95964792069762,0.70920467376709,32.0469017028809,0.172184810042381,24.4670829772949,63.5399973392487,3.23999851942062,1,1.37035207930238,FALSE
32_1_4_20_3_N,32,4,20,3,N,2.33,1.05910609769717,4.05910609769717,0.794131577014923,32.8413314819336,0.172196194529533,24.4665260314941,85.5899977684021,2.60999858379364,1,1.27089390230283,FALSE
32_1_4_6_11_D,32,4,6,11,D,4.12,2.55953533018,13.55953533018,34.4298477172852,98.3296661376953,20.4523448944092,83.4708404541016,27.7199998497963,0.810000300407406,1,1.56046466982,FALSE
32_1_4_6_11_N,32,4,6,11,N,4.12,3.26014446601,14.26014446601,38.3498077392578,102.313369750977,20.4516696929932,83.4489974975586,40.950001180172,1.44000023603439,1,0.859855533989999,FALSE
32_1_4_6_3_D,32,4,6,3,D,3.76,2.10988351560116,5.10988351560116,0.578927338123322,41.2573509216309,0.00258429627865553,24.4668941497803,40.950001180172,1.53000175952913,1,1.65011648439884,FALSE
32_1_4_6_3_N,32,4,6,3,N,3.76,2.24442012864901,5.24442012864901,0.650191426277161,42.3168983459473,0.00238884822465479,24.4581317901611,57.5999987125397,2.70000010728836,1,1.51557987135099,FALSE
32_1_5_20_11_D,32,5,20,11,D,2.03,1.2098222397967,12.2098222397967,48.3807945251465,38.8365516662598,42.4629554748535,46.3925628662109,80.4599994421005,3.0599981546402,1,0.820177760203299,FALSE
32_1_5_20_11_N,32,5,20,11,N,2.03,1.1749689847837,12.1749689847837,48.2215881347656,39.0631103515625,42.4748573303223,46.3843040466309,77.4000012874603,1.98000133037566,1,0.8550310152163,FALSE
32_1_5_20_3_D,32,5,20,3,D,2.33,1.02684000977999,4.02684000977999,0.765355706214905,32.5751533508301,0.17216981947422,24.4624404907227,67.2299981117249,3.69000077247621,1,1.30315999022001,FALSE
32_1_5_20_3_N,32,5,20,3,N,2.33,0.9240973892885,3.9240973892885,0.682397305965424,31.7431011199951,0.172219410538673,24.4278678894043,71.4600026607513,1.70999944210053,1,1.4059026107115,FALSE
32_1_5_6_11_D,32,5,6,11,D,4.12,2.7411248185119,13.7411248185119,35.4494247436523,99.3797760009766,20.464973449707,83.4914245605469,29.1600000858307,0.81000030040741,1,1.3788751814881,FALSE
32_1_5_6_11_N,32,5,6,11,N,4.12,3.0561775368334,14.0561775368334,37.2264823913574,101.163429260254,20.4512958526611,83.4407653808594,32.3099997639656,0.81000030040741,1,1.0638224631666,FALSE
32_1_5_6_3_D,32,5,6,3,D,3.76,2.51114736680059,5.51114736680059,0.807017147541046,44.4624443054199,0.00262650032527745,24.4773998260498,65.2500021457672,3.24000120162965,1,1.24885263319941,FALSE
32_1_5_6_3_N,32,5,6,3,N,3.76,2.39253702960255,5.39253702960255,0.736508727073669,43.5298767089844,0.00278287311084569,24.4751987457275,46.89000248909,2.51999974250793,1,1.36746297039745,FALSE
32_1_6_20_11_D,32,6,20,11,D,2.03,1.1602208343772,12.1602208343772,48.1525993347168,39.1635360717773,42.4638061523438,46.394962310791,70.8300000429153,2.16000437736513,1,0.869779165622801,FALSE
32_1_6_20_11_N,32,6,20,11,N,2.03,1.259028521925,12.259028521925,48.6049270629883,38.5101356506348,42.4742622375488,46.3778343200684,68.3999991416931,2.15999901294708,1,0.770971478075,FALSE
32_1_6_20_3_D,32,6,20,3,D,2.33,0.92375539181802,3.92375539181802,0.682663917541504,31.7419452667236,0.172247380018234,24.4244976043701,62.5499993562699,2.34000205993652,1,1.40624460818198,FALSE
32_1_6_20_3_N,32,6,20,3,N,2.33,0.96007685132921,3.96007685132921,0.709147751331329,32.0395278930664,0.172178998589516,24.4599781036377,67.4100011587143,1.53000175952911,1,1.36992314867079,FALSE
32_1_6_6_11_D,32,6,6,11,D,4.12,2.5262504942814,13.5262504942814,34.2441291809082,98.1369323730469,20.4516754150391,83.4685668945313,35.009999871254,0.989997982978817,1,1.5937495057186,FALSE
32_1_6_6_11_N,32,6,6,11,N,4.12,2.5930154638397,13.5930154638397,34.616096496582,98.5194396972656,20.4519500732422,83.4684448242188,26.0100004076958,0.540001094341278,1,1.5269845361603,FALSE
32_1_6_6_3_D,32,6,6,3,D,3.76,1.90903078580936,4.90903078580936,0.480142414569855,39.6612586975098,0.00268974434584379,24.4712600708008,28.9799997210503,1.25999987125397,1,1.85096921419064,FALSE
32_1_6_6_3_N,32,6,6,3,N,3.76,2.42616627778165,5.42616627778165,0.755418121814728,43.7629508972168,0.00253788102418184,24.4482669830322,41.4000007510185,1.97999864816665,1,1.33383372221835,FALSE
32_2_1_20_11_D,32,1,20,11,D,2.03,1.0766894638167,12.0766894638167,47.7644500732422,39.7072372436523,42.4638366699219,46.3929481506348,74.3399977684021,2.43000090122223,1,0.953310536183299,FALSE
32_2_1_20_11_N,32,1,20,11,N,2.03,1.326307540869,12.326307540869,48.915225982666,38.0721206665039,42.4646072387695,46.3930130004883,76.5900009870529,2.15999901294708,1,0.703692459131001,FALSE
32_2_1_20_3_D,32,1,20,3,D,2.33,0.90966937441306,3.90966937441306,0.669112265110016,31.6477146148682,0.172211825847626,24.4656429290772,62.0100009441376,1.97999864816666,1,1.42033062558694,FALSE
32_2_1_20_3_N,32,1,20,3,N,2.33,1.02723734703841,4.02723734703841,0.765826046466827,32.5795822143555,0.172204196453094,24.4632701873779,80.64000248909,4.14000034332275,1,1.30276265296159,FALSE
32_2_1_6_11_D,32,1,6,11,D,4.12,2.6081272841045,13.6081272841045,34.7048797607422,98.6178131103516,20.4534797668457,83.4776916503906,26.549998819828,0.81000030040741,1,1.5118727158955,FALSE
32_2_1_6_11_N,32,1,6,11,N,4.12,2.4371712979886,13.4371712979886,33.8127593994141,97.9562072753906,20.477653503418,83.7679061889648,66.240000128746,1.98000133037567,1,1.6828287020114,FALSE
32_2_1_6_3_D,32,1,6,3,D,3.76,2.10938073997511,5.10938073997511,0.579089224338532,41.2633476257324,0.00270792585797608,24.4729518890381,41.580001115799,1.79999962449073,1,1.65061926002489,FALSE
32_2_1_6_3_N,32,1,6,3,N,3.76,2.16012872335256,5.16012872335256,0.605016589164734,41.6534118652344,0.00254723243415356,24.4655838012695,44.0099993348122,2.15999901294708,1,1.59987127664744,FALSE
32_2_2_20_11_D,32,2,20,11,D,2.03,1.0277574444412,12.0277574444412,47.5383377075195,40.0250053405762,42.4645156860352,46.394718170166,71.2799996137619,2.15999901294708,1,1.0022425555588,FALSE
32_2_2_20_11_N,32,2,20,11,N,2.03,0.9899261691099,11.9899261691099,47.3751983642578,40.2089729309082,42.4642562866211,46.3532409667969,69.5700001716614,1.79999828338623,1,1.0400738308901,FALSE
32_2_2_20_3_D,32,2,20,3,D,2.33,0.8097835060602,3.8097835060602,0.593392670154572,30.8518028259277,0.172178462147713,24.4664478302002,58.4099990129471,1.17000102996826,1,1.5202164939398,FALSE
32_2_2_20_3_N,32,2,20,3,N,2.33,0.80731704298516,3.80731704298516,0.593512296676636,30.8155193328857,0.172251462936401,24.4302406311035,54.8100024461746,2.51999974250793,1,1.52268295701484,FALSE
32_2_2_6_11_D,32,2,6,11,D,4.12,2.3267304407305,13.3267304407305,33.134262084961,96.9973297119141,20.4529457092285,83.475227355957,41.580001115799,0.900001823902123,1,1.7932695592695,FALSE
32_2_2_6_11_N,32,2,6,11,N,4.12,2.1394072338515,13.1394072338515,32.1131782531738,95.9103698730469,20.4516716003418,83.4422378540039,24.7500005364418,0.720000118017193,1,1.9805927661485,FALSE
32_2_2_6_3_D,32,2,6,3,D,3.76,2.24047758404339,5.24047758404339,0.64944052696228,42.2820205688477,0.00212997477501631,24.4269008636475,34.1100007295609,1.44000023603439,1,1.51952241595661,FALSE
32_2_2_6_3_N,32,2,6,3,N,3.76,1.82631101220977,4.82631101220977,0.441762268543243,38.990966796875,0.00254282495006919,24.4662742614746,32.7599993348122,0.810000300407417,1,1.93368898779023,FALSE
32_2_3_20_11_D,32,3,20,11,D,2.03,0.8455633699293,11.8455633699293,46.664436340332,41.1991233825684,42.4643325805664,46.3738899230957,65.1599979400635,2.07000017166138,1,1.1844366300707,FALSE
